ID,Nombre,Entidad,Correo electrónico,Partido,Escolaridad,Propuestas_Adherente,Propuestas aprobadas_Adherente,Propuestas_Diversos Grupos Parlamentarios,Propuestas aprobadas_Diversos Grupos Parlamentarios,Propuestas_De Grupo,Propuestas aprobadas_De Grupo,Propuestas_TOTAL,Propuestas aprobadas_TOTAL,Propuestas_Iniciante,Propuestas aprobadas_Iniciante,Propuestas_Proponente,Propuestas aprobadas_Proponente
5132016680955702788622880982756300806,Claudia Elena Lastra Muñoz,Chihuahua ,claudia.lastra@diputados.gob.mx ,PAN,Sin estudios registrados,14.0,1.0,1.0,0.0,18.0,2.0,35,3,2.0,0.0,0.0,0.0
99488713957588827972652181291518608641,Manuel Limón Hernández,Veracruz ,manuel.limon@diputados.gob.mx ,PRI,Bachillerato,69.0,11.0,2.0,0.0,10.0,0.0,81,11,0.0,0.0,0.0,0.0
334298181192504979395806419211977524955,José Elías Lixa Abimerhi,Yucatán ,elias.lixa@diputados.gob.mx ,PAN,Doctorado,120.0,16.0,4.0,1.0,33.0,3.0,168,28,11.0,8.0,0.0,0.0
258674907217584642018978628447964444466,Juan Carlos Loera De La Rosa,Chihuahua ,juan.loera@diputados.gob.mx ,Morena,Maestría,1.0,0.0,0.0,0.0,11.0,9.0,16,10,4.0,1.0,0.0,0.0
63542542552946667051027892737111972146,Fabiola Raquel Guadalupe Loya Hernández,Jalisco ,fabiola.loya@diputados.gob.mx ,MC,Licenciatura,28.0,7.0,14.0,4.0,36.0,4.0,155,22,77.0,7.0,0.0,0.0
148728616150848869435773957479599988186,Pilar Lozano Mac Donald,Nuevo León ,pilar.lozano@diputados.gob.mx ,MC,Maestría,18.0,2.0,7.0,0.0,35.0,3.0,72,5,12.0,0.0,0.0,0.0
81790658933551942746327948804659231714,Adriana Lozano Rodríguez,Tamaulipas ,adriana.lozano@diputados.gob.mx ,Morena,Licenciatura,16.0,3.0,3.0,1.0,10.0,1.0,34,5,5.0,0.0,0.0,0.0
20681703118449939674066463913619601086,Leticia Lozano Zavala,Guerrero ,leticia.lozano@diputados.gob.mx ,Morena,Sin estudios registrados,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
9416071151360507286997702396543086884,Francisco Javier Luévano Núñez,Aguascalientes ,francisco.luevano@diputados.gob.mx ,PAN,Bachillerato,93.0,13.0,4.0,1.0,31.0,4.0,137,19,9.0,1.0,0.0,0.0
255220437829679603904790612468693398557,Ana Paola López Birlain,Querétaro ,ana.lopez@diputados.gob.mx ,PAN,Maestría,109.0,10.0,11.0,1.0,32.0,4.0,159,15,7.0,0.0,0.0,0.0
176776392837533101640566719015349226512,Manuel López Castillo,Sonora ,manuel.lopez@diputados.gob.mx ,Morena,Licenciatura,5.0,2.0,2.0,0.0,27.0,14.0,41,16,7.0,0.0,0.0,0.0
193933580630386700380946186672566894898,Cynthia Iliana López Castro,Ciudad de México ,cynthia.lopez@diputados.gob.mx ,PRI,Doctorado,19.0,1.0,6.0,2.0,8.0,0.0,39,5,6.0,2.0,0.0,0.0
292404096094896997178305486741310559453,Maria Beatriz López Chávez,Ciudad de México ,beatriz.lopez@diputados.gob.mx ,Morena,Licenciatura,16.0,4.0,2.0,1.0,27.0,14.0,56,21,11.0,2.0,0.0,0.0
74968553522377038761672670140673744282,José Martín López Cisneros,Nuevo León ,jose.lopez@diputados.gob.mx ,PAN,Sin estudios registrados,103.0,15.0,10.0,1.0,33.0,4.0,174,21,28.0,1.0,0.0,0.0
286313741144580721140066486137402989499,Silvestre López Cornejo,México ,silvestre.lopez@diputados.gob.mx ,Morena,Maestría,0.0,0.0,2.0,1.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0
252677426514839155005430358279763306688,María Teresa López Pérez,Jalisco ,teresa.lopez@diputados.gob.mx ,Morena,Maestría,5.0,1.0,0.0,0.0,27.0,14.0,45,17,13.0,2.0,0.0,0.0
39502231973749952766619570496329837800,Claudia López Rayón,Ciudad de México ,claudia.lopez@diputados.gob.mx ,Morena,Bachillerato,9.0,3.0,1.0,0.0,27.0,14.0,41,17,4.0,0.0,0.0,0.0
318209371208831826311137094254340010266,Nelly Maceda Carrera,Puebla ,nelly.maceda@diputados.gob.mx ,PT,Bachillerato,1.0,0.0,0.0,0.0,31.0,13.0,39,13,7.0,0.0,0.0,0.0
118221182030791681907786049707134232326,Felipe Fernando Macías Olvera,Querétaro ,felipe.macias@diputados.gob.mx ,PAN,Maestría,114.0,16.0,11.0,1.0,34.0,4.0,172,28,13.0,7.0,0.0,0.0
99565200661517676462652823076633176792,Julieta Macías Rábago,Ciudad de México ,julieta.macias@diputados.gob.mx ,MC,Licenciatura,44.0,6.0,19.0,5.0,35.0,4.0,137,27,39.0,12.0,0.0,0.0
259284674972151851473377073958195364374,Mirna Zabeida Maldonado Tapia,Zacatecas ,mirna.maldonado@diputados.gob.mx ,Morena,Doctorado,8.0,1.0,4.0,2.0,27.0,14.0,42,17,3.0,0.0,0.0,0.0
72468999292130342633291874450029819384,Fernando Luis Manzanilla Prieto,Puebla ,fernando.manzanilla@diputados.gob.mx ,Sin Partido,Maestría,0.0,0.0,4.0,4.0,8.0,1.0,56,10,44.0,5.0,0.0,0.0
495950800237071502964184278561986950,Emilio Manzanilla Téllez,México ,emilio.manzanilla@diputados.gob.mx ,PT,Licenciatura,10.0,2.0,1.0,0.0,21.0,2.0,37,4,5.0,0.0,0.0,0.0
316991103646982540604739711718749835143,Javier Manzano Salazar,Guerrero ,javier.manzano@diputados.gob.mx ,Morena,Licenciatura,0.0,0.0,1.0,0.0,27.0,14.0,28,14,0.0,0.0,0.0,0.0
219339623649253737281502255465696738971,José Rigoberto Mares Aguilar,Baja California Sur ,jose.mares@diputados.gob.mx ,PAN,Licenciatura,111.0,15.0,10.0,1.0,33.0,4.0,160,20,6.0,0.0,0.0,0.0
173483602934204222607667751220532656534,Emeteria Claudia Martínez Aguilar,Chiapas ,emeteria.martinez@diputados.gob.mx ,Morena,Licenciatura,6.0,0.0,3.0,2.0,27.0,14.0,48,17,12.0,1.0,0.0,0.0
143625477621082647020461216210955065139,Carlos Enrique Martínez Aké,Campeche ,cenrique.martinez@diputados.gob.mx ,Morena,Licenciatura,3.0,0.0,0.0,0.0,27.0,14.0,32,14,2.0,0.0,0.0,0.0
84990077973329468452409881942819518575,Juan Martínez Flores,Veracruz ,jmartinez.flores@diputados.gob.mx ,Morena,Licenciatura,13.0,0.0,0.0,0.0,27.0,14.0,47,14,7.0,0.0,0.0,0.0
11657016298672196472273877811750110077,Laura Martínez González,Ciudad de México ,laura.martinez@diputados.gob.mx ,Morena,Bachillerato,21.0,3.0,5.0,3.0,27.0,14.0,67,23,14.0,3.0,0.0,0.0
136684203816645005300770722195680097844,Jacquelina Martínez Juárez,Zacatecas ,jacquelina.martinez@diputados.gob.mx ,PAN,Maestría,122.0,17.0,16.0,4.0,31.0,4.0,176,26,7.0,1.0,0.0,0.0
147231460572294247053247064616394701135,Maribel Martínez Ruiz,Oaxaca ,mmartinez.ruiz@diputados.gob.mx ,PT,Maestría,24.0,4.0,10.0,3.0,21.0,2.0,108,12,53.0,3.0,0.0,0.0
165310926580741461018354644264600099429,Oscar Daniel Martínez Terrazas,Morelos ,oscar.martinez@diputados.gob.mx ,PAN,Licenciatura,108.0,15.0,5.0,1.0,34.0,4.0,160,21,13.0,1.0,0.0,0.0
2271396669831691224254592176130579846,Luis Enrique Martínez Ventura,México ,luisenrique.martinez@diputados.gob.mx ,PT,Sin estudios registrados,6.0,1.0,1.0,0.0,31.0,13.0,40,14,2.0,0.0,0.0,0.0
125372374464809012267489895962190962089,María Teresa Marú Mejía,México ,maria.maru@diputados.gob.mx ,PT,Licenciatura,5.0,2.0,2.0,0.0,21.0,2.0,46,5,18.0,1.0,0.0,0.0
300960806193451537399110310110099105298,Mario Mata Carrasco,Chihuahua ,mmata.carrasco@diputados.gob.mx ,PAN,Licenciatura,104.0,13.0,8.0,3.0,33.0,4.0,159,21,14.0,1.0,0.0,0.0
274608602124787370122553950722850966727,Hirepan Maya Martínez,Michoacán ,hirepan.maya@diputados.gob.mx ,Morena,Secundaria,6.0,1.0,0.0,0.0,27.0,14.0,46,17,13.0,2.0,0.0,0.0
4964289118230566904027826522066320592,Sergio Mayer Bretón,Ciudad de México ,sergio.mayer@diputados.gob.mx ,Morena,Licenciatura,8.0,0.0,3.0,0.0,27.0,14.0,62,17,24.0,3.0,0.0,0.0
62604915432060492163140229788845116935,Carmen Medel Palma,Veracruz ,carmen.medel@diputados.gob.mx ,Morena,Maestría,12.0,2.0,3.0,2.0,27.0,14.0,55,20,13.0,2.0,0.0,0.0
143294710127274276476166809693120808663,Benito Medina Herrera,Baja California ,benito.medina@diputados.gob.mx ,PRI,Maestría,57.0,10.0,3.0,0.0,10.0,0.0,70,10,0.0,0.0,0.0,0.0
21323617715321571263052093278445398775,Adriana Gabriela Medina Ortíz,Jalisco ,gabriela.medina@diputados.gob.mx ,MC,Licenciatura,17.0,4.0,8.0,0.0,36.0,4.0,173,21,112.0,13.0,0.0,0.0
133111319996690207257433597241119063636,Marco Antonio Medina Pérez,Veracruz ,marco.medina@diputados.gob.mx ,Morena,Licenciatura,7.0,0.0,1.0,0.0,27.0,14.0,44,15,9.0,1.0,0.0,0.0
245217670689761226910304273683951333398,Maria Esther Mejía Cruz,Chihuahua ,maria.mejia@diputados.gob.mx ,Morena,Sin estudios registrados,4.0,0.0,0.0,0.0,27.0,14.0,43,15,12.0,1.0,0.0,0.0
192113613291937413537899403067101325796,Luis Alberto Mendoza Acevedo,Ciudad de México ,luismendoza.a@diputados.gob.mx ,PAN,Maestría,95.0,14.0,4.0,1.0,32.0,4.0,145,22,14.0,3.0,0.0,0.0
46645280795701392767294240918168593219,Edith Marisol Mercado Torres,México ,edith.mercado@diputados.gob.mx ,Morena,Sin estudios registrados,12.0,3.0,0.0,0.0,27.0,14.0,40,18,1.0,1.0,0.0,0.0
138438419069257620595668668325190447606,Virginia Merino García,Oaxaca ,virginia.merino@diputados.gob.mx ,Morena,Bachillerato,3.0,1.0,3.0,2.0,20.0,9.0,27,13,1.0,1.0,0.0,0.0
86530242387151885266582849435975300675,María del Rosario Merlín García,Guerrero ,maria.merlin@diputados.gob.mx ,Morena,Licenciatura,4.0,0.0,1.0,0.0,27.0,14.0,32,14,0.0,0.0,0.0,0.0
100561571316464753684827611906187878889,Moisés Ignacio Mier Velazco,Puebla ,moises.mier@diputados.gob.mx ,Morena,Sin estudios registrados,1.0,0.0,5.0,3.0,27.0,14.0,39,20,6.0,3.0,0.0,0.0
216575659873309463860948183184442036622,Jesús Salvador Minor Mora,Baja California ,jesus.minor@diputados.gob.mx ,Morena,Licenciatura,1.0,0.0,1.0,0.0,27.0,14.0,31,14,2.0,0.0,0.0,0.0
296515899279011103085192050620229493306,Luis Enrique Miranda Nava,México ,luis.miranda@diputados.gob.mx ,PRI,Licenciatura,22.0,5.0,2.0,0.0,9.0,0.0,33,5,0.0,0.0,0.0,0.0
59365317914947263025680574664599557644,Alejandro Mojica Toledo,Morelos ,alejandro.mojica@diputados.gob.mx ,Morena,Bachillerato,5.0,0.0,0.0,0.0,27.0,14.0,36,14,4.0,0.0,0.0,0.0
78292095875085133990442250173015475655,Víctor Adolfo Mojica Wences,Guerrero ,victor.mojica@diputados.gob.mx ,Morena,Licenciatura,10.0,0.0,0.0,0.0,27.0,14.0,46,14,9.0,0.0,0.0,0.0
176628431042174702682489679064639008675,Irineo Molina Espinoza,Oaxaca ,irineo.molina@diputados.gob.mx ,Morena,Licenciatura,6.0,0.0,0.0,0.0,27.0,14.0,47,18,14.0,4.0,0.0,0.0
17250562508012752240987769445204125041,José Luis Montalvo Luna,México ,jose.montalvo@diputados.gob.mx ,PT,Doctorado,10.0,2.0,2.0,0.0,21.0,2.0,46,9,13.0,5.0,0.0,0.0
90897445096989869302652290129953088171,María de Lourdes Montes Hernández,Durango ,lourdes.montes@diputados.gob.mx ,Morena,Sin estudios registrados,3.0,1.0,3.0,1.0,11.0,3.0,19,5,2.0,0.0,0.0,0.0
291229140933101902434756289754529477251,Jorge Luis Montes Nieves,Querétaro ,jorge.montes@diputados.gob.mx ,Morena,Licenciatura,5.0,0.0,1.0,0.0,27.0,14.0,46,17,12.0,3.0,1.0,0.0
4048357336048650857514520748307128245,Carmen Mora García,Veracruz ,carmen.mora@diputados.gob.mx ,Morena,Secundaria,12.0,1.0,3.0,2.0,27.0,14.0,46,20,4.0,3.0,0.0,0.0
224902583000320535572496755388850872144,María Teresa Rebeca Rosa Mora Ríos,México ,teresa.mora@diputados.gob.mx ,Morena,Licenciatura,18.0,4.0,1.0,0.0,27.0,14.0,56,18,10.0,0.0,0.0,0.0
162745775355269504478649288118332279216,Erik Isaac Morales Elvira,Baja California ,erik.morales@diputados.gob.mx ,Morena,Sin estudios registrados,0.0,0.0,0.0,0.0,27.0,14.0,37,17,10.0,3.0,0.0,0.0
61174731853174735800483729830378913439,Carlos Alberto Morales Vázquez,Chiapas ,carlos.morales@diputados.gob.mx ,Sin Partido,Licenciatura,2.0,0.0,0.0,0.0,0.0,0.0,8,1,6.0,1.0,0.0,0.0
21095216207712600972412916656188710393,Rubén Ignacio Moreira Valdez,Coahuila ,ruben.moreira@diputados.gob.mx ,PRI,Maestría,30.0,4.0,2.0,0.0,8.0,0.0,82,9,42.0,5.0,0.0,0.0
171566464486884388216382723460124984613,Mario Ismael Moreno Gil,Baja California ,ismael.moreno@diputados.gob.mx ,Morena,Bachillerato,5.0,1.0,1.0,0.0,27.0,14.0,61,17,28.0,2.0,0.0,0.0
195076335791083182845977793381289020785,Esmeralda de los Angeles Moreno Medina,México ,esmeralda.moreno@diputados.gob.mx ,Sin Partido,Maestría,14.0,2.0,2.0,1.0,9.0,1.0,71,9,46.0,5.0,0.0,0.0
107240489820213941830888579298115325653,Ulises Murguía Soto,México ,ulises.murguia@diputados.gob.mx ,Morena,Licenciatura,0.0,0.0,2.0,0.0,27.0,14.0,35,15,6.0,1.0,0.0,0.0
81074286792349248762536685838397023825,Janet Melanie Murillo Chávez,Guanajuato ,janet.murillo@diputados.gob.mx ,PAN,Licenciatura,123.0,15.0,5.0,1.0,38.0,4.0,214,26,48.0,6.0,0.0,0.0
178048852626454395252369496790085591696,Porfirio Muñoz Ledo ,Ciudad de México ,porfirio.munozledo@diputados.gob.mx ,Morena,Doctorado,0.0,0.0,3.0,1.0,27.0,14.0,50,17,20.0,2.0,0.0,0.0
216639501909940373493131976842336026854,Miguel Ángel Márquez González,Jalisco ,miguel.marquez@diputados.gob.mx ,Morena,Licenciatura,3.0,0.0,2.0,0.0,27.0,14.0,32,14,0.0,0.0,0.0,0.0
225128176671320650036354290897003628941,Dulce María Méndez De La Luz Dauzón,Veracruz ,dulce.mendez@diputados.gob.mx ,MC,Licenciatura,50.0,10.0,11.0,2.0,35.0,3.0,120,19,24.0,4.0,0.0,0.0
121730107438138542262016217929843757630,Alma Delia Navarrete Rivera,México ,alma.navarrete@diputados.gob.mx ,Morena,Bachillerato,29.0,4.0,4.0,1.0,27.0,14.0,63,19,3.0,0.0,0.0,0.0
331219707607410155101631655931411072204,Montserrat Navarro Pérez,Ciudad de México , ,Morena,Sin estudios registrados,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
137083623275977209020520418092089445987,Martha Lizeth Noriega Galaz,Baja California ,martha.noriega@diputados.gob.mx ,Morena,Licenciatura,0.0,0.0,0.0,0.0,11.0,3.0,18,3,7.0,0.0,0.0,0.0
267423731648825910005959937196723299618,Hortensia María Luisa Noroña Quezada,Jalisco ,hortensia.norona@diputados.gob.mx ,PRI,Bachillerato,35.0,5.0,3.0,1.0,8.0,0.0,66,7,20.0,1.0,0.0,0.0
186157128873431858907547421846617344297,Oscar Rafael Novella Macías,Zacatecas ,oscar.novella@diputados.gob.mx ,Morena,Maestría,15.0,1.0,0.0,0.0,27.0,14.0,50,17,8.0,2.0,0.0,0.0
200053897408124839729284722776126264768,Estela Núñez Alvarez,Tabasco ,estela.nunez@diputados.gob.mx ,Morena,Licenciatura,8.0,2.0,0.0,0.0,27.0,14.0,36,16,1.0,0.0,0.0,0.0
179011884066865414653486254509840540059,Sarai Núñez Cerón,Guanajuato ,sarai.nunez@diputados.gob.mx ,PAN,Maestría,114.0,16.0,11.0,1.0,39.0,4.0,184,28,20.0,7.0,0.0,0.0
67202114704282603232539589824495708830,Manuela del Carmen Obrador Narváez,Chiapas ,manuela.obrador@diputados.gob.mx ,Morena,Licenciatura,0.0,0.0,0.0,0.0,27.0,14.0,28,15,1.0,1.0,0.0,0.0
215947955223018539309072187533607731631,Araceli Ocampo Manzanares,Guerrero ,araceli.ocampo@diputados.gob.mx ,Morena,Licenciatura,9.0,3.0,4.0,1.0,27.0,14.0,49,21,9.0,3.0,0.0,0.0
206961918889524957305218382309065841170,Enrique Ochoa Reza (LICENCIA),Michoacán ,enrique.ochoa@diputados.gob.mx ,PRI,Doctorado,54.0,11.0,5.0,0.0,12.0,0.0,81,11,10.0,0.0,0.0,0.0
77827682540105806658708409552603042566,Zaira Ochoa Valdivia,Veracruz ,zaira.ochoa@diputados.gob.mx ,Morena,Maestría,14.0,1.0,0.0,0.0,27.0,14.0,57,16,16.0,1.0,0.0,0.0
234860406765534744248065432770945404595,Simey Olvera Bautista,Hidalgo ,simey.olvera@diputados.gob.mx ,Morena,Maestría,130.0,16.0,5.0,0.0,27.0,14.0,170,31,8.0,1.0,0.0,0.0
36586750035725902550919845457724154073,Vicente Alberto Onofre Vázquez,México ,vicente.onofre@diputados.gob.mx ,Morena,Sin estudios registrados,1.0,1.0,1.0,0.0,17.0,5.0,29,10,10.0,4.0,0.0,0.0
154260087306452962294226930436668561571,David Orihuela Nava,México ,david.orihuela@diputados.gob.mx ,Morena,Licenciatura,0.0,0.0,0.0,0.0,27.0,14.0,31,17,4.0,3.0,0.0,0.0
72246268970051831742932213040104915532,Antonio Ortega Martínez,Aguascalientes ,antonio.ortega@diputados.gob.mx ,Sin Partido,Licenciatura,10.0,1.0,9.0,1.0,110.0,11.0,137,14,8.0,1.0,0.0,0.0
321910478262307103974608974392163160419,Ma. del Pilar Ortega Martínez,Guanajuato ,pilar.ortega@diputados.gob.mx ,PAN,Maestría,84.0,13.0,8.0,3.0,36.0,3.0,142,23,14.0,4.0,0.0,0.0
15094144381078391334709877276985339983,Hilda Patricia Ortega Nájera,Durango ,hilda.ortega@diputados.gob.mx ,Morena,Licenciatura,7.0,2.0,1.0,0.0,27.0,14.0,42,17,7.0,1.0,0.0,0.0
118887204821327897103342569547680221476,Juan Ortiz Guarneros,Veracruz ,juan.ortiz@diputados.gob.mx ,PRI,Licenciatura,61.0,12.0,6.0,1.0,10.0,0.0,77,13,0.0,0.0,0.0,0.0
260527159950468648789686740579916488727,José Mario Osuna Medina,Sinaloa ,mario.osuna@diputados.gob.mx ,PRI,Licenciatura,5.0,0.0,3.0,1.0,12.0,1.0,25,2,5.0,0.0,0.0,0.0
124349525967478237489795981534867195727,Lucio Ernesto Palacios Cordero,Ciudad de México ,ernesto.palacios@diputados.gob.mx ,Morena,Licenciatura,2.0,0.0,1.0,0.0,27.0,14.0,62,18,32.0,4.0,0.0,0.0
152059957879608625397118546436372784806,Carmen Patricia Palma Olvera,Quintana Roo ,carmen.palma@diputados.gob.mx ,Morena,Sin estudios registrados,1.0,0.0,6.0,3.0,27.0,14.0,50,18,16.0,1.0,0.0,0.0
53437649430512507210555459315787019285,Mónica Janette Palomarez Ching,Baja California , ,PAN,Sin estudios registrados,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
280278558682304434266161245401436332438,Alejandra Pani Barragán,Morelos ,alejandra.pani@diputados.gob.mx ,Morena,Maestría,4.0,2.0,1.0,0.0,27.0,14.0,41,20,9.0,4.0,0.0,0.0
184715120122152632897580393277164549972,Inés Parra Juárez,Puebla ,ines.parra@diputados.gob.mx ,Morena,Licenciatura,1.0,0.0,0.0,0.0,27.0,14.0,28,14,0.0,0.0,0.0,0.0
236034315379197704226288553197762162347,Claudia Pastor Badilla,Ciudad de México ,claudia.pastor@diputados.gob.mx ,PRI,Maestría,49.0,7.0,3.0,0.0,13.0,0.0,115,8,50.0,1.0,0.0,0.0
38084607636221318301799936054140872006,Cecilia Anunciación Patrón Laviada,Yucatán ,cecilia.patron@diputados.gob.mx ,PAN,Licenciatura,132.0,18.0,13.0,2.0,33.0,4.0,197,27,19.0,3.0,0.0,0.0
76787127975119718487018360704448744147,Carlos Pavón Campos,Zacatecas ,carlos.pavon@diputados.gob.mx ,PRI,Secundaria,39.0,7.0,1.0,0.0,8.0,0.0,52,7,4.0,0.0,0.0,0.0
1912055037119139005851467285378267177,Ana Patricia Peralta De La Peña,Quintana Roo ,ana.peralta@diputados.gob.mx ,Morena,Licenciatura,19.0,1.0,133.0,35.0,27.0,14.0,189,50,10.0,0.0,0.0,0.0
84138197488746882975987214296919647017,Adela Piña Bernal (LICENCIA),Ciudad de México ,adela.pina@diputados.gob.mx ,Morena,Licenciatura,5.0,1.0,3.0,2.0,27.0,14.0,44,18,9.0,1.0,0.0,0.0
275746486586103452865668813023845522858,Alejandro Ponce Cobos,Oaxaca ,alejandro.ponce@diputados.gob.mx ,Morena,Sin estudios registrados,7.0,2.0,0.0,0.0,27.0,14.0,42,18,8.0,2.0,0.0,0.0
310071798930593193434566714408864265138,María Geraldine Ponce Méndez,Nayarit ,maria.ponce@diputados.gob.mx ,Morena,Licenciatura,2.0,0.0,0.0,0.0,27.0,14.0,33,14,4.0,0.0,0.0,0.0
50090228398769592673336017344062785085,Jesús de los Ángeles Pool Moo,Quintana Roo ,jesus.pool@diputados.gob.mx ,Sin Partido,Licenciatura,3.0,0.0,1.0,0.0,20.0,11.0,26,11,2.0,0.0,0.0,0.0
243099721547574705886521447693622198321,Alfredo Porras Domínguez,Baja California Sur ,alfredo.porras@diputados.gob.mx ,PT,Licenciatura,16.0,2.0,3.0,0.0,21.0,2.0,41,4,1.0,0.0,0.0,0.0
29165442520168690946035977614944026253,Rocío Carolina Pozos Ponce,Morelos , ,Morena,Sin estudios registrados,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0
128786875809337235328901145511799435854,Miguel Prado de los Santos,Chiapas ,miguel.prado@diputados.gob.mx ,Morena,Licenciatura,0.0,0.0,0.0,0.0,27.0,14.0,28,14,1.0,0.0,0.0,0.0
325374695410828949176378587373174769596,Jorge Luis Preciado Rodríguez,Colima ,jorge.preciado@diputados.gob.mx ,PAN,Maestría,82.0,14.0,14.0,3.0,33.0,4.0,141,21,12.0,0.0,0.0,0.0
142531284613405025559056107840346371149,Carmen Julia Prudencio González,Jalisco ,carmen.prudencio@diputados.gob.mx ,MC,Licenciatura,26.0,8.0,12.0,2.0,34.0,3.0,86,16,14.0,3.0,0.0,0.0
321963913750160939668430767332686232308,Ximena Puente De La Mora,Colima ,ximena.puente@diputados.gob.mx ,PRI,Doctorado,52.0,9.0,6.0,3.0,10.0,0.0,108,20,40.0,8.0,0.0,0.0
166255435520202204029386539224610102188,Carlos Alberto Puente Salas,Zacatecas ,carlos.puente@diputados.gob.mx ,Partido Verde,Licenciatura,7.0,2.0,123.0,31.0,30.0,3.0,161,36,1.0,0.0,0.0,0.0
106946185942096416773677668893758443317,Jaime Humberto Pérez Bernabe,Veracruz ,jaime.perez@diputados.gob.mx ,Morena,Licenciatura,26.0,4.0,3.0,1.0,27.0,14.0,59,20,3.0,1.0,0.0,0.0
57504534901266161660123869300516088823,José Ángel Pérez Hernández,Coahuila ,joseangel.perez@diputados.gob.mx ,PT,Licenciatura,14.0,2.0,3.0,1.0,15.0,2.0,47,5,15.0,0.0,0.0,0.0
141232335361876043031746791997477098620,Sergio Pérez Hernández,México ,sergio.perez@diputados.gob.mx ,Morena,Bachillerato,3.0,1.0,2.0,0.0,27.0,14.0,35,15,3.0,0.0,0.0,0.0
300573911507421294510817331462014053095,Beatriz Dominga Pérez López,Oaxaca ,beatriz.perez@diputados.gob.mx ,Morena,Licenciatura,7.0,1.0,4.0,1.0,27.0,14.0,46,18,8.0,2.0,0.0,0.0
237890529043432471110976790031363190527,Miriam Citlally Pérez Mackintosh,Nayarit ,miriam.perez@diputados.gob.mx ,Morena,Bachillerato,1.0,0.0,0.0,0.0,27.0,14.0,28,14,0.0,0.0,0.0,0.0
136582488773950368238418544918990309138,Soraya Pérez Munguía,Tabasco ,soraya.perez@diputados.gob.mx ,PRI,Maestría,36.0,4.0,6.0,1.0,9.0,0.0,80,13,29.0,8.0,0.0,0.0
57817391396512415995546694930449686198,Evaristo Lenin Pérez Rivera,Coahuila ,evaristo.perez@diputados.gob.mx ,Morena,Maestría,115.0,12.0,2.0,1.0,32.0,4.0,181,19,32.0,2.0,0.0,0.0
295564774165263870362958896215659261836,Claudia Pérez Rodríguez,Tlaxcala ,claudia.perez@diputados.gob.mx ,PAN,Maestría,5.0,0.0,0.0,0.0,16.0,5.0,30,9,9.0,4.0,0.0,0.0
279447394281678486560582869934308662272,Laura Imelda Pérez Segura,Jalisco ,imelda.perez@diputados.gob.mx ,Morena,Licenciatura,1.0,0.0,2.0,0.0,27.0,14.0,46,14,16.0,0.0,0.0,0.0
13548628375466008032825233677097259596,Iván Arturo Pérez Negrón Ruiz,Michoacán ,ivan.pereznegron@diputados.gob.mx ,Morena,Doctorado,15.0,2.0,1.0,0.0,21.0,4.0,53,11,16.0,5.0,0.0,0.0
89935967072210860302887520482402859069,María Del Carmen Quiroz Rodríguez,San Luis Potosí ,carmen.quiroz@diputados.gob.mx ,Morena,Maestría,0.0,0.0,0.0,0.0,11.0,3.0,13,4,2.0,1.0,0.0,0.0
96559293420185134928562309544525207795,Roque Luis Rabelo Velasco,Chiapas ,roque.rabelo@diputados.gob.mx ,Morena,Bachillerato,2.0,0.0,5.0,2.0,27.0,14.0,37,18,3.0,2.0,0.0,0.0
166676675430283708569199045175698066083,Verónica Ramos Cruz,Jalisco ,veronica.ramos@diputados.gob.mx ,Morena,Sin estudios registrados,1.0,0.0,1.0,0.0,27.0,14.0,34,14,5.0,0.0,0.0,0.0
213448824677798639772288067075300295819,Juan Israel Ramos Ruiz,Guanajuato ,juan.ramos@diputados.gob.mx ,Morena,Secundaria,4.0,0.0,0.0,0.0,27.0,14.0,36,14,5.0,0.0,0.0,0.0
202432109957507959191829695318420109758,Guadalupe Ramos Sotelo,Ciudad de México ,guadalupe.ramos@diputados.gob.mx ,Morena,Bachillerato,16.0,3.0,6.0,2.0,27.0,14.0,50,19,1.0,0.0,0.0,0.0
127002802308026326106915293090508743067,Mario Alberto Ramos Tamez,Tamaulipas ,mario.ramos@diputados.gob.mx ,PAN,Maestría,31.0,7.0,4.0,0.0,31.0,3.0,75,12,9.0,2.0,0.0,0.0
113616679172910894019868332458277490476,Éctor Jaime Ramírez Barba,Guanajuato ,ramirezbarba@diputados.gob.mx ,PAN,Doctorado,101.0,13.0,11.0,2.0,40.0,4.0,177,23,25.0,4.0,0.0,0.0
323744329459423655049922863827473516067,Alfonso Ramírez Cuellar,Ciudad de México ,alfonso.ramirez@diputados.gob.mx ,Morena,Sin estudios registrados,1.0,0.0,0.0,0.0,16.0,11.0,21,12,4.0,1.0,0.0,0.0
108442316213611466863347038087336238717,Martha Patricia Ramírez Lucero,Baja California ,martha.ramirez@diputados.gob.mx ,Morena,Licenciatura,6.0,1.0,1.0,0.0,27.0,14.0,79,24,45.0,9.0,0.0,0.0
333555271604148731534458533484587437828,Francisco Javier Ramírez Navarrete,México ,javier.ramirez@diputados.gob.mx ,Morena,Licenciatura,3.0,0.0,0.0,0.0,27.0,14.0,37,16,7.0,2.0,0.0,0.0
